tract_fips,nta_code
36047050402,BK1203
36047009001,BK0703
36047102802,BK1893
36047107003,BK0504
36047011902,BK0601
36047001502,BK0202
36047011901,BK0601
36047035702,BK0891
36047107001,BK0504
36047050401,BK0701
36047057902,BK0101
36047010401,BK0703
36047009401,BK0703
36047120803,BK0505
36047057901,BK0101
36047050002,BK1203
36047035701,BK0802
36047010402,BK1201
36047010801,BK0703
36047010602,BK1201
36047010802,BK1201
36047058901,BK0101
36047120801,BK0505
36047107002,BK5693
36047053101,BK0103
36081051500,QN0501
36081051600,QN1303
36081051700,QN0501
36081050000,QN1206
36081051800,QN1205
36081052100,QN0501
36081052200,QN1205
36081050201,QN1206
36081050500,QN0504
36081050700,QN0504
36081050800,QN1206
36081051000,QN1206
36081051100,QN0501
36081051300,QN0501
36081080301,QN0706
36081080302,QN0706
36081080900,QN0801
36081081400,QN1001
36081081800,QN1001
36081052400,QN1205
36081052800,QN1205
36081053000,QN1205
36081061800,QN1305
36081061900,QN0504
36081062000,QN1305
36081062100,QN0504
36081062400,QN1371
36081062600,QN1305
36081062700,QN0503
36061030900,BX0802
36061012101,MN0402
36061010803,MN0604
36061010802,MN0604
36061015403,MN0803
36061015402,MN0803
36061004001,MN0303
36061013604,MN0803
36061013203,MN0801
36061013602,MN0803
36081062900,QN0503
36081083700,QN0706
36081083800,QN1001
36081084000,QN1001
36081084500,QN0705
36081084601,QN1001
36081053401,QN1304
36081000701,QN0201
36081053601,QN1303
36081054000,QN1303
36081040701,QN0402
36081001901,QN0201
36081017902,QN0202
36081023502,QN0202
36081049201,QN0804
36081097207,QN1491
36081047802,QN1206
36081049202,QN1303
36081063700,QN0503
36081063800,QN1307
36081063900,QN0503
36081064101,QN0905
36081064102,QN8291
36081063301,QN0503
36081063302,QN0503
36081063500,QN0503
36081064500,QN0602
36081064600,QN1305
36081065000,QN1305
36081084602,QN1001
36081086100,QN0705
36081086300,QN0704
36081086400,QN1001
36081086500,QN0707
36081087100,QN0707
36081088400,QN1003
36081054500,QN0502
36081054200,QN1303
36081054700,QN0502
36081054800,QN1303
36081065600,QN1307
36081065702,QN0504
36081065900,QN0504
36081066000,QN1307
36081047600,QN0804
36081047900,QN0401
36081048500,QN0401
36081048900,QN0203
36081055900,QN0502
36081056100,QN0574
36081056500,QN0503
36081056700,QN0503
36081055200,QN1303
36081055300,QN0502
36081055400,QN1303
36081055500,QN0502
36081055700,QN0502
36081055800,QN1303
36081056800,QN1303
36081057700,QN0503
36081066501,QN0504
36081067700,QN0504
36081068000,QN1306
36081068200,QN1305
36081068700,QN0601
36081069000,QN1306
36081116302,QN0704
36081003302,QN0105
36081000103,QN0201
36081116301,QN0704
36081047801,QN0804
36081021603,QN0901
36081000702,QN0201
36081019902,QN0202
36081001902,QN0201
36081120702,QN0705
36081019901,QN0202
36081053502,QN0501
36081017901,QN0202
36081023501,QN0202
36081030906,QN0301
36081030905,QN0301
36081027702,QN0301
36081101004,QN1401
36081101003,QN1401
36081097206,QN1402
36081100803,QN1401
36081100804,QN1401
36081155103,QN1301
36081066401,QN1307
36081033405,QN1204
36081155104,QN1301
36081025402,QN1202
36081025401,QN1202
36081028803,QN1203
36081028802,QN1203
36081069300,QN0601
36081069400,QN1306
36081069500,QN0601
36081069701,QN0601
36081138501,QN1102
36081138502,QN1191
36081143500,QN1102
36081144100,QN1102
36081144700,QN1102
36081145101,QN1101
36081145102,QN1101
36081139900,QN1102
36081140901,QN1101
36081140902,QN1101
36081142900,QN1101
36081146300,QN1101
36081146700,QN1102
36081147100,QN1102
36081147900,QN1103
36081148300,QN1103
36081150701,QN1103
36081071600,QN8381
36081069702,QN0601
36081070700,QN0602
36081071100,QN0602
36081072900,QN0602
36081073900,QN0602
36081074300,QN0602
36081074500,QN0602
36081076902,QN0602
36081073100,QN0602
36081073700,QN0602
36081077300,QN0901
36081077500,QN0901
36081077902,QN0801
36081077903,QN0801
36081077905,QN0801
36081078800,QN1203
36081079200,QN1203
36081079300,QN0871
36081079900,QN0706
36081150702,QN1103
36081152901,QN1103
36081152902,QN1103
36081155101,QN1301
36081156700,QN1302
36081157101,QN1302
36081157901,QN1301
36081157902,QN1301
36081157903,QN1301
36081161700,QN1302
36081162100,QN1302
36081037900,QN0303
36081048200,QN1206
36081048400,QN1206
36081037501,QN0402
36081040901,QN0402
36081120701,QN0705
36081066301,QN0504
36081088902,QN0707
36081088903,QN0704
36081040502,QN0303
36081040501,QN0402
36081040301,QN0402
36081039901,QN0402
36081040101,QN0402
36081134701,QN0803
36081134702,QN0803
36081028801,QN1203
36081084902,QN0707
36081066302,QN0504
36081122703,QN0802
36081122704,QN0802
36081021602,QN0901
36081027102,QN0401
36081046902,QN0401
36081046901,QN0401
36081119300,QN0705
36081119900,QN0705
36081120500,QN0705
36081121500,QN0706
36081122300,QN0803
36081119500,QN0705
36081122702,QN0802
36081124100,QN0802
36081125700,QN0802
36081126500,QN0802
36081126700,QN0802
36081128300,QN0891
36081130100,QN1302
36081056600,QN1303
36081115100,QN0704
36081120300,QN0705
36081066100,QN0504
36081079000,QN1203
36081103300,QN0702
36081133300,QN0803
36081134100,QN0803
36081136700,QN1104
36081101002,QN1401
36081101700,QN0703
36081115500,QN0704
36081094201,QN1402
36081094202,QN1402
36081001903,QN0201
36081053901,QN0502
36081117100,QN0704
36081116100,QN0707
36081116700,QN0704
36081117500,QN0704
36081118100,QN1101
36081119100,QN0705
36081017102,QN0161
36081017101,QN0261
36081027701,QN0301
36081003301,QN0105
36081091603,QN1403
36081091604,QN8492
36081000101,QN0201
36081021601,QN0901
36081085700,QN0707
36081062300,QN0503
36081045900,QN0401
36081111300,QN1102
36081140300,QN1102
36081005200,QN0904
36081019800,QN1202
36081071900,QN0602
36081026400,QN1202
36081014100,QN0104
36081001400,QN0905
36081052600,QN1205
36081009700,QN0101
36081115900,QN0704
36081026700,QN0401
36081010400,QN1001
36081012601,QN0902
36081036100,QN0302
36081040000,QN1205
36081045200,QN0805
36081048000,QN1206
36081051200,QN1303
36081053200,QN1205
36081059000,QN1304
36081060300,QN0501
36081063200,QN1305
36081066701,QN0501
36081070300,QN0601
36081076901,QN0602
36081085300,QN0707
36081041300,QN0402
36081065501,QN0573
36081077904,QN0801
36081114700,QN0704
36081001600,QN0905
36081014201,QN0902
36081113300,QN1101
36081115700,QN0704
36081118500,QN0705
36081118700,QN0705
36081121100,QN0791
36081137700,QN1104
36081145900,QN1101
36081157102,QN1302
36081000400,QN0905
36081000600,QN0905
36081000800,QN0905
36081001000,QN0905
36081001200,QN0905
36081001800,QN0905
36081002200,QN0905
36081002400,QN0902
36081002500,QN0105
36081002600,QN0902
36081002800,QN0902
36081003000,QN0905
36081003100,QN0105
36081003200,QN0904
36081056400,QN1303
36081052000,QN1205
36081027600,QN1203
36081046000,QN1201
36081010800,QN0903
36081092500,QN0701
36081066900,QN0501
36081023200,QN0805
36081085900,QN0707
36081005100,QN0105
36081124700,QN0802
36081015300,QN0104
36081015100,QN0104
36081011400,QN0904
36081042600,QN1205
36081038400,QN1205
36081061601,QN1305
36081005500,QN0105
36081028300,QN0301
36081054900,QN0502
36081024700,QN0203
36081016100,QN0104
36081017800,QN1001
36081004002,QN1002
36081052500,QN0501
36081045700,QN0401
36081062500,QN0503
36081012800,QN0902
36081000200,QN0905
36081005900,QN0103
36081014300,QN0104
36081056000,QN1303
36081058300,QN0502
36081072100,QN0602
36081007300,QN0103
36081004401,QN1002
36081033401,QN1204
36081061200,QN1304
36081028500,QN0301
36081133900,QN0803
36081023800,QN1201
36081074100,QN0602
36081118900,QN0705
36081013000,QN0902
36081099701,QN0703
36081011900,QN0101
36081035100,QN0301
36081050400,QN1205
36081043200,QN1205
36081055600,QN1303
36081025900,QN0203
36081091900,QN0701
36081036300,QN0302
36081037700,QN0303
36081068300,QN0401
36061025700,MN1001
36061024200,MN1102
36047000502,BK0201
36047035602,BK1302
36047037401,BK1301
36047037402,BK1301
36047050803,BK1401
36047050804,BK1401
36047051002,BK1401
36047065200,BK1802
36047068800,BK1801
36047069200,BK1801
36047065800,BK1802
36047066000,BK1802
36047066200,BK1802
36047066600,BK1891
36047067200,BK1801
36047067400,BK1801
36047067600,BK1801
36047068000,BK1801
36047068200,BK1801
36047070000,BK1802
36047070201,BK1802
36047070202,BK5691
36047072000,BK1801
36047072200,BK1801
36047072400,BK1801
36047072600,BK1801
36047073200,BK1801
36047022000,BK1202
36047022400,BK1202
36047022600,BK1202
36047022700,BK0301
36047022800,BK1202
36047023000,BK1202
36047023100,BK0204
36047023300,BK0301
36047023400,BK1202
36047023500,BK0301
36047023600,BK1202
36047022100,BK0802
36047024000,BK1202
36047024200,BK1202
36047024400,BK1204
36047024500,BK0301
36047024600,BK1204
36047024800,BK1101
36047024900,BK0301
36047025000,BK1101
36047025100,BK0301
36047025200,BK1101
36047025300,BK0301
36047025600,BK1101
36047025700,BK0301
36047025901,BK0301
36047026000,BK1101
36047035000,BK1302
36047035400,BK1302
36047035500,BK0901
36047035900,BK0802
36047073400,BK1801
36047075600,BK1403
36047073600,BK1801
36047074000,BK1801
36047074400,BK1801
36047074600,BK1801
36047074800,BK1403
36047075800,BK1403
36047076000,BK1403
36047076200,BK1403
36047076600,BK1401
36047077000,BK1401
36047095800,BK1803
36047096000,BK1803
36047096200,BK1803
36047096400,BK1803
36047096800,BK1803
36047097000,BK1803
36047097400,BK1803
36047098400,BK1803
36047098600,BK1803
36047099000,BK1803
36047099400,BK1803
36047099800,BK1803
36047100400,BK1803
36047100800,BK1803
36047101000,BK1803
36047101200,BK1803
36047101400,BK1803
36047101600,BK1803
36085027706,SI0204
36085018100,SI0203
36047026200,BK1101
36047026300,BK0301
36047026400,BK1101
36047026600,BK1101
36047026700,BK0301
36047027000,BK1101
36047027200,BK1101
36047027400,BK1101
36047027500,BK0302
36047027600,BK1101
36047027700,BK0302
36047027800,BK1101
36047028100,BK0302
36047028400,BK1101
36047028502,BK0302
36047028600,BK1102
36047028700,BK0302
36047028800,BK1101
36047029000,BK1101
36047029100,BK0302
36047029200,BK1102
36047029300,BK0302
36047029700,BK0302
36047029800,BK1103
36047029900,BK0302
36047030000,BK1103
36047037000,BK1301
36047037100,BK1601
36047037300,BK1601
36047036001,BK1303
36047037500,BK0302
36047037700,BK0302
36047037900,BK0302
36047036200,BK1303
36047036400,BK1303
36047036501,BK1601
36047036502,BK1601
36047036600,BK1303
36047036900,BK1601
36047038200,BK1301
36047038600,BK1501
36047038700,BK0302
36047038800,BK1501
36047038900,BK0401
36047039000,BK1501
36047039100,BK0401
36047039300,BK0401
36047077200,BK1401
36047077400,BK1401
36047077600,BK1801
36047078200,BK1702
36047058400,BK1501
36047007700,BK0601
36047046201,BK1402
36047036700,BK1601
36047003000,BK1001
36047030400,BK1103
36047030600,BK1301
36047030700,BK0802
36047030100,BK1601
36047030800,BK1301
36047031100,BK0802
36047031500,BK0802
36047031701,BK0802
36047030200,BK1103
36047031900,BK0901
36047032300,BK0901
36047032700,BK0902
36047032800,BK1302
36047033000,BK1302
36047033100,BK0901
36047033500,BK0901
36047033600,BK1302
36047033900,BK0802
36047034100,BK0802
36047034200,BK1302
36047034300,BK0802
36047034500,BK0802
36047040300,BK0402
36047040500,BK0402
36047041100,BK0402
36047041200,BK1103
36047039500,BK0402
36047041300,BK0402
36047039600,BK1501
36047039700,BK0402
36047039800,BK1501
36047039900,BK0402
36047040000,BK1103
36047040200,BK1103
36047041401,BK1501
36047041500,BK0402
36047041600,BK1501
36047041800,BK1501
36047041900,BK0402
36047042100,BK0401
36047042300,BK0401
36047042500,BK0401
36047042600,BK1103
36047042700,BK0401
36047042800,BK1103
36047042900,BK0401
36047043000,BK1101
36047043100,BK0401
36047039200,BK1501
36047041402,BK1501
36047021200,BK1002
36047019400,BK1002
36047117602,BK0501
36047041700,BK0402
36047089800,BK1602
36047072800,BK1801
36047036002,BK1303
36047098800,BK1803
36047059600,BK1503
36047058200,BK1501
36047068600,BK1802
36047025400,BK1101
36047032100,BK0901
36047081600,BK1701
36047019500,BK0204
36047044800,BK1204
36047007400,BK0702
36047043200,BK1101
36047043300,BK0402
36047043400,BK1101
36047043500,BK0402
36047043900,BK0402
36047044000,BK1204
36047044100,BK0401
36047044200,BK1204
36047044300,BK0401
36047044400,BK1204
36047044500,BK0401
36047044600,BK1204
36047045000,BK1204
36047045200,BK1204
36047045300,BK0104
36047045400,BK1204
36047079400,BK1701
36047080400,BK0902
36047080600,BK0902
36047048200,BK1402
36047007800,BK0702
36047028501,BK0302
36047026100,BK0301
36047067800,BK1801
36047075400,BK1403
36047018100,BK0203
36047080200,BK0902
36047083800,BK1702
36047055100,BK0102
36047019300,BK0204
36047086800,BK1703
36047099600,BK1803
36047042000,BK1501
36047020200,BK1002
36047065400,BK1802
36047040400,BK1103
36047004100,BK0202
36047032900,BK0902
36047013900,BK0602
36047002300,BK0202
36047016000,BK1001
36047036300,BK1601
36047092800,BK1704
36047012801,BK1002
36047046800,BK1204
36047047000,BK1202
36047045800,BK1204
36047046202,BK1204
36047046400,BK1204
36047047400,BK1202
36047047600,BK1202
36047047700,BK0104
36047047800,BK1202
36047048000,BK1402
36047048100,BK0104
36047081400,BK1703
36047082000,BK1701
36047082200,BK1701
36047082600,BK1701
36047082800,BK1701
36047083000,BK1702
36047083200,BK1702
36047083400,BK1702
36047057400,BK1502
36047102400,BK1803
36047048400,BK1203
36047024100,BK0301
36047026500,BK0301
36047029500,BK0302
36047015100,BK0602
36047021700,BK0802
36047055800,BK1502
36047007600,BK0702
36047012200,BK0703
36047010200,BK0703
36047040900,BK0402
36047116800,BK0501
36047096600,BK1803
36047042200,BK1501
36047073800,BK1801
36047054600,BK1403
36047017600,BK1102
36047028200,BK1102
36047031300,BK0802
36047081000,BK0902
36047085800,BK1703
36047013500,BK0602
36047032500,BK0901
36047049400,BK1203
36047048800,BK1203
36047049000,BK1203
36047049200,BK1203
36047049600,BK1203
36047049700,BK0104
36047049800,BK1203
36047049900,BK0101
36047050100,BK0104
36047051300,BK0102
36047040700,BK0471
36047014300,BK0702
36047018400,BK1101
36047029600,BK1103
36047028300,BK0302
36047076400,BK1402
36047015500,BK0602
36047021300,BK0901
36047038100,BK0302
36047114202,BK0501
36047003600,BK1001
36047008000,BK0702
36047093800,BK1703
36047064800,BK1802
36047025902,BK0301
36047034000,BK1302
36047086600,BK1703
36047110600,BK0503
36047117601,BK0501
36047059402,BK1503
36047043600,BK1101
36047057200,BK1503
36047050202,BK0701
36047050500,BK0104
36047050600,BK1402
36047050700,BK0103
36047051100,BK0104
36047051200,BK1401
36047075000,BK1403
36047018800,BK1101
36047025800,BK1101
36047049500,BK0104
36047088800,BK1704
36047011800,BK0703
36047053200,BK1403
36047022900,BK0301
36047040100,BK0402
36047112000,BK0503
36047058600,BK1503
36047005800,BK1001
36047014000,BK1002
36047014800,BK1002
36047064200,BK1502
36047030900,BK0802
36047082400,BK1701
36047021500,BK0801
36047038500,BK0302
36047094402,BK1801
36047024300,BK0301
36047033300,BK0901
36047003500,BK0203
36047051400,BK1401
36047052600,BK1402
36047051500,BK0102
36047051700,BK0102
36047051800,BK1402
36047051900,BK0102
36047052000,BK1402
36047052300,BK0102
36047052700,BK0102
36047052900,BK0103
36047053000,BK1403
36047053300,BK0103
36047053400,BK1403
36047053500,BK0103
36047067000,BK1802
36047025500,BK0301
36047029400,BK1103
36047027900,BK0302
36047062600,BK1503
36047005100,BK0601
36047111800,BK0503
36047021600,BK1202
36047020500,BK0801
36047015700,BK0602
36047003300,BK0203
36047040800,BK1103
36047050900,BK0103
36047026900,BK0301
36047045600,BK1204
36047100600,BK1803
36047040600,BK1103
36047084800,BK1703
36047056000,BK1502
36047023200,BK1202
36047091600,BK1602
36047048900,BK0104
36047013300,BK0602
36047054500,BK0103
36047006200,BK1001
36005014701,BX0302
36005017901,BX0401
36005018301,BX0401
36005022102,BX0403
36005023703,BX0503
36005026702,BX0801
36005033201,BX1104
36005040303,BX0702
36005021700,BX0501
36005023702,BX0503
36005040302,BX0702
36005007600,BX0901
36005015900,BX0202
36005005001,BX0901
36047053700,BK0103
36047054700,BK0102
36047054800,BK1502
36047053900,BK0103
36047054300,BK0261
36047054400,BK1403
36047054900,BK0102
36047055000,BK1502
36047055300,BK0102
36047055400,BK1501
36047055500,BK0102
36047055600,BK1501
36047055700,BK0102
36047056200,BK1502
36047056400,BK1502
36047008200,BK0702
36047028900,BK0302
36047026800,BK1101
36047078400,BK1702
36047057100,BK0101
36047086200,BK1703
36047111000,BK0503
36047004300,BK0202
36047030300,BK1601
36047031702,BK0802
36047036100,BK1601
36047038300,BK0302
36047039400,BK1501
36047042400,BK1103
36047043800,BK1204
36047044700,BK0401
36047047200,BK1202
36047049100,BK0104
36047050300,BK0104
36047055200,BK1502
36047056500,BK0101
36047057500,BK0101
36047057600,BK1502
36047056600,BK1502
36047056800,BK1502
36047056900,BK0101
36047057000,BK1503
36047057300,BK0101
36047057800,BK1502
36047058000,BK1502
36047058800,BK1501
36047059000,BK1503
36047083600,BK1702
36047084000,BK1702
36047085000,BK1703
36047085200,BK1771
36047085400,BK1771
36047090000,BK1602
36047092000,BK1602
36047090200,BK1602
36047090600,BK1602
36047090800,BK1602
36047091000,BK1602
36047091800,BK1602
36047092200,BK1602
36047093000,BK1704
36047093400,BK1704
36047093600,BK1703
36047059200,BK1503
36047060600,BK1503
36047063200,BK1503
36047065600,BK1802
36047059100,BK0101
36047069000,BK1801
36047073000,BK1801
36047074200,BK1801
36047078000,BK1702
36047080000,BK0902
36047084600,BK1702
36047087200,BK1703
36047091200,BK1602
36047098200,BK1803
36047099200,BK1803
36047115000,BK0502
36047116200,BK0502
36047119000,BK0505
36047000100,BK0201
36047000200,BK0702
36047000301,BK0201
36047014200,BK1001
36047014500,BK0702
36047014700,BK0702
36047015000,BK1002
36047015300,BK0602
36047015400,BK1091
36047015900,BK0602
36047016100,BK0801
36047016200,BK1001
36047016300,BK0801
36047016400,BK1061
36047016500,BK0602
36047016700,BK0602
36047016800,BK1102
36047016900,BK0701
36047017100,BK0701
36047017200,BK1102
36047017400,BK1102
36047017500,BK0771
36047085600,BK1701
36047086000,BK1703
36047086400,BK1703
36047087000,BK1703
36047087401,BK0902
36047087600,BK0902
36047087800,BK1703
36047088200,BK1704
36047059800,BK1503
36047061200,BK1503
36047060000,BK1503
36047060800,BK1503
36047061600,BK1503
36047062200,BK1503
36047062800,BK1503
36047063600,BK1802
36047063800,BK1891
36047064000,BK1802
36047064400,BK1802
36047065000,BK1801
36047094401,BK1801
36047095000,BK1803
36047095400,BK1803
36047095600,BK1803
36005044902,BX1203
36005025100,BX0501
36005022404,BX1101
36005039901,BX0701
36005023704,BX0503
36005015300,BX0303
36061021303,MN0902
36061023100,MN0903
36005018102,BX0401
36005020502,BX0501
36005022101,BX0403
36005024501,BX0501
36005027401,BX1003
36005029302,BX0803
36005038301,BX0503
36005040501,BX0702
36005032600,BX1103
36005005002,BX0901
36005012901,BX0202
36005015200,BX1002
36005014702,BX0302
36005017701,BX0401
36005017702,BX0403
36005017902,BX0403
36005018101,BX0401
36005018302,BX0401
36005020501,BX0501
36005021001,BX0904
36005021002,BX0904
36005022403,BX1101
36005024502,BX0501
36005026701,BX0801
36005033202,BX1104
36005040502,BX0702
36005020000,BX1001
36005033500,BX0803
36005033700,BX0803
36005034800,BX1103
36005036000,BX1103
36005039500,BX0602
36005043400,BX1203
36005044400,BX1203
36005004200,BX0902
36005005100,BX0101
36005009600,BX1001
36005020900,BX0403
36005022200,BX0904
36005023800,BX1101
36005037504,BX0602
36005045600,BX1202
36005005300,BX0501
36061012602,MN0801
36061015301,MN0701
36061012601,MN0801
36061010801,MN0604
36061023803,MN0801
36061015401,MN0803
36061004002,MN0303
36061002902,MN0301
36061013603,MN0803
36061013201,MN0801
36061013202,MN0801
36061013501,MN0402
36061015101,MN0701
36061012901,MN0402
36061009901,MN0401
36061012902,MN0402
36061007001,MN0603
36061015302,MN0701
36061002901,MN0102
36061007002,MN0603
36061012102,MN0402
36061015501,MN0701
36081094500,QN0701
36081094700,QN0701
36081096400,QN1402
36047062000,BK1503
36081097300,QN0702
36081098100,QN0702
36081098700,QN0702
36081099100,QN0702
36081099200,QN1401
36047080800,BK0902
36081099900,QN0761
36047123700,BK0301
36081112300,QN1102
36081109700,QN1102
36081109900,QN1101
36081112900,QN1102
36081113900,QN1101
36081114100,QN0704
36081029100,QN0301
36081029300,QN0203
36081029500,QN0104
36081029700,QN0104
36081028700,QN0301
36081028900,QN0301
36081029900,QN0171
36081031700,QN0101
36081032000,QN1306
36081032800,QN1305
36081032900,QN0302
36081033000,QN1204
36081033100,QN8081
36081033900,QN0301
36081039400,QN1205
36081039800,QN1205
36081040200,QN1205
36081040400,QN1205
36081041100,QN0402
36081041400,QN1202
36081041500,QN0402
36081042700,QN0402
36081043400,QN1205
36081045000,QN0805
36081045400,QN0805
36081045500,QN0402
36081045600,QN0805
36081044602,QN1201
36081044800,QN0805
36081045800,QN0804
36081046200,QN1201
36081046300,QN0401
36081046400,QN0804
36081046500,QN0401
36081046600,QN0804
36081046700,QN0401
36081046800,QN1201
36081047000,QN1201
36081047100,QN0401
36081047200,QN0804
36081047300,QN0401
36081047500,QN0401
36081004500,QN0105
36081004700,QN0105
36081005000,QN1002
36081005300,QN0103
36081005400,QN1002
36081005800,QN1002
36081006100,QN0103
36081030904,QN0301
36081043702,QN0402
36081044301,QN0402
36081003400,QN0904
36081003900,QN0105
36081003600,QN0904
36081003700,QN0105
36081003800,QN0904
36081004001,QN0904
36081004200,QN0904
36081004300,QN0105
36081077907,QN0801
36081024000,QN1201
36081024300,QN0203
36081077908,QN0801
36081024500,QN0203
36081024900,QN0203
36081025100,QN0203
36081025500,QN0203
36081025700,QN0203
36081097204,QN1402
36081100801,QN1401
36081102900,QN0702
36047021100,BK0203
36081025800,QN1202
36081026000,QN1202
36081026200,QN1202
36081026300,QN0203
36081026600,QN1202
36047048500,BK0104
36081103201,QN1401
36081103202,QN1401
36081103900,QN0702
36081104700,QN0704
36081105900,QN0704
36081027000,QN1202
36081027200,QN1203
36081027400,QN1203
36081027800,QN1203
36081027900,QN0301
36081028000,QN1203
36081028100,QN0301
36081028200,QN1203
36081028400,QN1203
